会社名,会場,ブース番号,説明（日本語）,備考,Best of Innovation,山中行きたい,長坂行きたい,PDFページ,PDF_X,PDF_Y
Bridge4IP,LVCC West,62100,eSIMテックは、通信リセラーや旅行サービス向けにNextLevelの安全なグローバルモバイル接続を提供します。卸売または小売のオプションを選び、MBごとに課金またはバンドル価格で選びましょう。シームレスAPIインテラットをお楽しみください...,,,,,11.0,346.94,271.58
"Buddy AI Labs, Inc.",LVCC West,62817,Buddy AI Labsは、韓国にRoubit Inc.として本社を置くグローバルなB2Cスタートアップで、300万件以上の消費者向けアプリダウンロード数を誇ります。私たちはLoodyというAIコンパニオンデバイスを作り、サブカルチャーのファンが自分の好きなものと共に暮らせる...,,,,,11.0,272.28,206.6
Buddyo LLC,LVCC West,61467,Buddyoは世界初のAIポッドでコレクショブルに命を吹き込みます。FunkoやPopmartなどのブランドと互換性があり、Buddyo Podは静止した人物が話し、動き、会話を記憶できるようにします。私たちは...,,,,,11.0,181.0,322.4
COMMONLINK Inc.,LVCC West,63600,SWAVIは、指先のジェスチャーから音響信号を検出し、安全な入力に変換する新しいジェスチャーベースの行動バイオメトリックインターフェースです。どんな表面もSCなしでコマンドインターフェースとなります...,,,,,11.0,300.98,170.56
"CREATANT, Inc.",LVCC West,62801,CREATANTは、あなたのクリエイティブ・インテリジェンスとして機能し、インスピレーション、創造、クライアントを一体化するインテリジェントなビジュアルワークスペースです。すべてのデジタル資産を自動タグ付け・整理し、あなたのPRを学習します...,,,,,11.0,302.4,213.22
"CUBIXEL CO., LTD.",LVCC West,62738,CUBIXELは、現実の3D世界のあらゆるものをデジタルフォーマットに取得、処理、分析、変換するグローバルな光学ハイテク企業です。CUBIXELの独自の3Dホログラム技術は...,,,,,11.0,429.99,237.53
Cache AI Technologies,LVCC West,62801,CacheAI TechnologiesはAI効率化のための次世代インフラを提供します。特許取得済みのセマンティックキャッシュは、隠されたものを保存・マッチングすることでLLMの応答を10×高速化し、GPUコストを90%削減します。,,,,,11.0,302.4,213.22
Center for Natural Product Systems Biology,LVCC West,62643,天然製品システム生物学センターは、ビッグデータとAIを通じて研究を推進し、天然物技術の研究開発能力を高めています。私たちは天然物とマイクロバイオームの相互作用を研究しています...,,,,,11.0,221.83,238.41
Chargemate,LVCC West,63432,"ChargeMateは、ドライバーとすべての充電ポイント運営者を一つの統合プラットフォームでつなぐインテリジェントEV充電マーケットプレイスです。リアルタイムデータ、シームレスな決済、API駆動の統合を備えています,...",,,,,11.0,240.13,184.48
Climate and Environmental Research Institute,LVCC West,62643,気候環境研究所は、イノベーティの積極的な開発を通じて気候災害の危険に対する解決策を探ることで、安全で持続可能な未来を実現することを目指しています...,,,,,11.0,221.83,238.41
CoreTrustLink,LVCC West,63300,CTLは、AI自動化されたエンタープライズワークフローに対して監査対応の責任層を提供します。企業がAPやベンダー承認のためにAIを導入する中で、誰が何を承認したのかという証拠がないという証拠のギャップに直面しています。,,,,,11.0,348.82,180.06
"Coremovement Co., Ltd",LVCC West,62859,"2016年に設立されたCoremovement Co., Ltd.はスマートヘルスケアを専門とし、EMSベースのトレーニングスーツ、EMS浴槽システム、水中療法を開発し、筋肉の健康とリハビリテーションを向上させています。",,,,,11.0,195.3,215.42
Cresento Limited,LVCC West,63200,Cresentoは、サッカーのパフォーマンスをデータ駆動の洞察に変換するAI搭載のスマートシンガードを開発しています。私たちのウェアラブル技術は、選手がより賢くトレーニングし、より速く回復し、ゲームレベルを向上させるのに役立ちます。...,,,,,11.0,302.69,186.7
CyberWhiz IoT Cyber Security,Venetian Expo,63432,IoT Cyber Security technologies for Edge·モービル・雲。あらゆる種類のエッジデバイス向けの組み込みセキュリティソフトウェアで、現場でそれらを保護します。モブを守るためのモバイルアプリケーションセキュリティソフトウェア...,現場DXでIoT/OTセキュリティは避けられない課題。OT系はOSがない/謎のOSが多く端末側での対策が困難。新しい知見が得られるか期待,,,★★,11.0,240.13,184.48
Cyberette,LVCC West,62100,偽の身分、改ざんされたメディア、欺瞞的行動に直面する捜査官のために、視覚および音声コンテンツの詐欺指標を検出するAIエンジン。調査やセキュリティの不確実性を取り除く...,,,,,11.0,346.94,271.58
DECQ,LVCC West,60711,DECQはAI搭載のSaaSスイート(リアルタイム3Dカスタマイズ(+40%コンバージョン率)と自動ERP(処理時間-95%)で、91億ドルのプリント・オン・デマンド市場(20%の年平均成長率)を刷新します。実証済みROI:+31%の利益率、-80%の労働力...,,,,,11.0,369.65,344.52
DEVANA,LVCC West,60415,2021年以降、Devanaは企業における生成AIの大規模な民主化に特化した包括的で独自かつプラグアンドプレイの生成AIソフトウェアスイートであり、知能層および没入型ユーザー向けに提供されています...,,,,,11.0,269.73,384.29
Daivurjnt Inc.,LVCC West,61259,DVJは、神経多様性のある人々が自信を持って世界を歩み渡れるよう支援するツールを構築しています。2025年に私たちはSpectrumScanというモバイルおよびスマートウォッチアプリを開発しました。内蔵センサーを使って光を追跡するので...,,,,,11.0,198.68,335.66
Digiforming,LVCC West,63432,デジフォーミングはAI駆動の製造知能を用いて板金成形に革命をもたらしています。当社のソリューションは、プレス加工の欠陥を事前に予測・防止し、工具を保護し、品質を自動化します...,,,,,11.0,240.13,184.48
"DigitalScent CO., Ltd.",LVCC West,62859,2022年2月に設立されたDigitalScentは、デジタル嗅覚技術の最前線に立ち、世界中の人々の健康と幸福を向上させています。同社はc...,,,,,11.0,195.3,215.42
Doctorpresso,LVCC West,63300,私たちは、EMAとマルチモーダルデータ(音声/テキスト)を活用し、臨床的に検証されたAI駆動の精神科精密診断ソフトウェアを提供し、メンタルヘルス評価を客体化しています。コアエンジンはEAを可能にします...,,,,,11.0,348.82,180.06
Dolphin Semiconductor,LVCC West,60711,ドルフィン・セミコンダクターは、産業用、高性能計算、コンシューマーエレクトロニクスなどのミクストシグナルIP設計市場を専門とする半導体IPソリューションのリーディングプロバイダーです。,,,,,11.0,369.65,344.52
Dot Incorporation,LVCC West,62738,Dotは視覚障害者向けの手頃な技術開発に絶えず取り組んでいます。私たちは情報を誰でも簡単にアクセスできるようにする技術を開発しています、つまり...,,,,,11.0,429.99,237.53
Duetware,LVCC West,60711,持続可能性を推進するIoT接続デバイスの迅速な開発を支援し、エネルギー使用削減と水管理の効率化を支援します。私たちのノーコードIoTプラットフォームとツールは、データ駆動型の管理とインスメントを提供します。,,,,,11.0,369.65,344.52
Durin,LVCC West,60462,Durinは、究極の利便性と常時対応のセキュリティを実現した次世代のコンテキスト認識アクセスを構築しています。,,,,,11.0,189.84,397.55
E-OPTO,LVCC West,62801,E-OPTOは有機・ガラスハイブリッドプラットフォームを用いた超高速・低消費電力の光変調器を開発しています。当社のデバイスは140GHz以上の帯域幅を実現し、消費電力を50%削減することで、省エネのコパックを実現しています...,,,,,11.0,302.4,213.22
EMC Gems Srl,LVCC West,61001,EMC Gemsは最先端の電磁シミュレーションソフトウェアとスマートセンサーを開発しています。当社のクラウドネイティブSaaSソリューションにより、迅速かつAI最適化された製品設計とデジタルツインモードの実装が可能になります...,,,,,11.0,308.95,317.11
